,id,facebook_id,page_name,page_type
4975,4975,402126593133369,Esercito Italiano,1
4976,4976,234951666611245,Department of Human Services,1
4977,4977,24348801299,Ivonne Aracelly Ortega Pacheco,2
4978,4978,1408626239355160,Søren Espersen,2
4979,4979,508508692627039,Norwegian,0
4980,4980,323690772765,Joint Economic Committee Democrats,1
4981,4981,379375042103685,Fernando Marroni,2
4982,4982,235008702771,Alfamart,0
4983,4983,112984512149815,42West,0
4984,4984,802052523178297,CamelBak,0
4985,4985,11279153466,Cathay Pacific Airways,0
4986,4986,1487072754940221,Manuel Cidre,2
4987,4987,10150101343025475,SportsUnited - U.S. Department of State,1
4988,4988,457330561005892,Policia 24H,3
4989,4989,549278788565319,CNN en Marcha,3
4990,4990,259628454132040,Alejandro Murat Hinojosa,2
4991,4991,121007341254987,U.S. Army Corps of Engineers Great Lakes and Ohio River Division,1
4992,4992,255818217804,Michigan Economic Development Corporation,1
4993,4993,149137318502114,U.S. Army Medical Logistics,1
4994,4994,203618989652308,Catalyst,3
4995,4995,1679828318959961,New Colombo Plan,1
4996,4996,113198648736091,Israel in Deutschland,1
4997,4997,149345008433500,HBO Boardwalk Empire Brasil,3
4998,4998,273747032417,Friedrich Ostendorff,2
4999,4999,165729480292709,Ripper Street,3
5000,5000,245094022199655,張花冠(小花)縣長,2
5001,5001,415451491875178,Jürgen Baumgärtner,2
5002,5002,124999177615723,Unilever Careers,0
5003,5003,1019710724716909,Dietrich Monstadt,2
5004,5004,302466309765487,Triumph,0
5005,5005,227384377358705,La Lechera,0
5006,5006,678815422181853,Kerstin Celina,2
5007,5007,364402263591315,"Alpha Company, 2-19 INF",1
5008,5008,222145784478972,Disneyland Annual Passholders,0
5009,5009,347702148675961,Drunk History,3
5010,5010,1669295546644858,Shots Fired,3
5011,5011,82051676540,Oklahoma National Guard,1
5012,5012,1394513950816637,"Ministry of Youth Affairs and Sports, Government of India",1
5013,5013,238914629482880,Ramón Luis Nieves,2
5014,5014,377387262359940,ESPN Woman,3
5015,5015,164716453628310,"Ministerio de Sanidad, Servicios Sociales e Igualdad",1
5016,5016,724236747684232,Houzz,0
5017,5017,685825711464172,X Factor Global,3
5018,5018,284372161608074,東北エールマーケット,0
5019,5019,950424185092492,Clean Green Baltimore County,1
5020,5020,451464718334350,Jornal da EPTV e Bom Dia Cidade - Ribeirão Preto,3
5021,5021,279974045430851,NBC 6 in the Mix,3
5022,5022,573016509397396,Gian Mario Spacca,2
5023,5023,150237952408,Neil Abercrombie,2
5024,5024,559417600783428,Consulate General of China in San Francisco,1
5025,5025,157050574354851,Ameya Pawar,2
5026,5026,158297907573830,Canal Digital Sverige,0
5027,5027,163770610485660,Total,0
5028,5028,171742906366386,Chris Ballard MPP,2
5029,5029,274600445950392,Unión Europea en Perú,1
5030,5030,80836222708,Brisbane City Council,1
5031,5031,340920355994043,Mark Takai for Hawaii,2
5032,5032,1018364364929469,Zero1,3
5033,5033,252567871437248,Ambassade de France aux Comores,1
5034,5034,1405406096341441,Marcus Fysh MP,2
5035,5035,6193822146,Psych,3
5036,5036,169479190984,Congresswoman Sheila Jackson Lee,2
5037,5037,1138095389555147,Kementerian Pertahanan Republik Indonesia,1
5038,5038,326669294139989,Mary Robinson MP,2
5039,5039,103208666544597,The Night Shift,3
5040,5040,86776756698,Relative Success with Tabatha Coffey,3
5041,5041,124879524215259,Celebrity Juice,3
5042,5042,204081326275036,Tallink Eesti,0
5043,5043,133168926702052,AlterVista,0
5044,5044,176126507500,WNEP Newswatch 16 AM,3
5045,5045,194588887300596,AUSSENSEITER SPITZENREITER,3
5046,5046,144389198920181,"4th Brigade Special Troops Battalion, 1st Armored Division",1
5047,5047,127432237332984,Pan Am,3
5048,5048,373266896075258,"Michael Schrodi, MdB",2
5049,5049,55432788477,Mauricio Macri,2
5050,5050,11137430613,Rome,3
5051,5051,136569626376705,WallaWallaUSACE,1
5052,5052,146269735565828,Embassy of Canada to Libya,1
5053,5053,109671432403461,La Transat AG2R La Mondiale,0
5054,5054,324065394309638,Jacques Alain Benisti,2
5055,5055,281765795281415,Marlene Kairouz MP,2
5056,5056,162523134477,Samsung Brasil,0
5057,5057,198814218768,National Archives at Chicago,1
5058,5058,124426654398994,Lucia Varga,2
5059,5059,365048810256923,MAGGI,0
5060,5060,200550756661791,América Deportes,3
5061,5061,127941830595839,Bjarne Laustsen,2
5062,5062,163227533720100,X-BIONIC,0
5063,5063,802920826440113,Singapore Embassy in Vientiane,1
5064,5064,226849284022023,NOAA Satellite and Information Service,1
5065,5065,128583890647599,Detto Fatto,3
5066,5066,1591228401138233,Fayçal El-Khoury,2
5067,5067,184509001579066,Mikado,0
5068,5068,604858129529404,15th Wing,1
5069,5069,385202804832830,Michael Seufert CDS,2
5070,5070,44573932098,Streamy Awards,3
5071,5071,493471480388,Governor Chris Christie,2
5072,5072,132107549255,Wheaties,0
5073,5073,110546965641801,5th Squadron 4th Cavalry Regiment,1
5074,5074,158243230857803,Microsoft,0
5075,5075,83012368982,Dell,0
5076,5076,272113729616476,Maaeluministeerium,1
5077,5077,160420993982663,OZSALE,0
5078,5078,39720139359,Orvis Fly Fishing,0
5079,5079,1730174870633065,Frank Bakke-Jensen,2
5080,5080,74995874417,Patrick Meinhardt,2
5081,5081,878025885629042,European Union in Ethiopia,1
5082,5082,43532171891,The Cleveland Show,3
5083,5083,107427082615414,Ente Tucumán Turismo,1
5084,5084,121195471256183,MAGNUM ΠΥΡΑΥΛΟΙ,0
5085,5085,1401122019949180,NYPD 48 Precinct,1
5086,5086,84049934974,StarKist,0
5087,5087,223714111011459,Crocs,0
5088,5088,132659034758,KC Masterpiece,0
5089,5089,89391970955,Z Gallerie,0
5090,5090,1490504664562316,Νίκος Παππάς,2
5091,5091,118692994824847,Landbruks- og matdepartementet (Norge),1
5092,5092,691858000984720,Secretary of the Navy Richard V. Spencer,1
5093,5093,339194428051,U.S. Army White Sands Missile Range,1
5094,5094,265193333668500,Christoph Matschie,2
5095,5095,171723962923669,Cathay Pacific Airways,0
5096,5096,230987545238,Senator Thomas V. Mike Miller Jr.,2
5097,5097,284699008252573,Ivonne Álvarez,2
5098,5098,1440019856308896,Pennsylvania Department of Health,1
5099,5099,20110391974,WSDOT,1
5100,5100,189387627772584,Lacta Oficial,0
5101,5101,615724061899433,ABC's Popcorn with Peter Travers,3
5102,5102,1377130722507438,Qualcomm,0
5103,5103,161602267331247,Malaysia Airlines,0
5104,5104,334098983369392,SBT Jornalismo,3
5105,5105,111055655615155,MAOAM UK,0
5106,5106,200210396756662,NOAA B-WET,1
5107,5107,255259674491575,Yext,0
5108,5108,516939755038255,Uncle Grandpa,3
5109,5109,925196007520956,Houzz,0
5110,5110,621827324525247,NSW SES - Hunter Region,1
5111,5111,517600368278209,Argentine Embassy London,1
5112,5112,109899102914,Oregon State University Army ROTC - The Beaver Army,1
5113,5113,271449133038282,In aller Freundschaft - Die jungen Ärzte,3
5114,5114,362074487505,Topper,0
5115,5115,226868190657243,Sara Lee Bread,0
5116,5116,304836712938218,Lynne Featherstone,2
5117,5117,758459084192499,Schnatterinchen,3
5118,5118,579237378798718,Facebook,0
5119,5119,500621710080758,Fabiano Horta,2
5120,5120,150918221675255,York County Office of Emergency Management,1
5121,5121,130218277630,Cathay Pacific Airways,0
5122,5122,215194168605439,Sylvia-Yvonne Kaufmann,2
5123,5123,142702479096577,Jean-Marc Fournier,2
5124,5124,226487804050179,"New Zealand High Commission - Pretoria, South Africa",1
5125,5125,329094240615173,Douglas Chapman MP,2
5126,5126,153777574787846,Windows,0
5127,5127,106059942804231,Michael Wood,2
5128,5128,182418815752,Korean Air,0
5129,5129,148306605193993,Blue Shield of California,0
5130,5130,18809502474,鄺俊宇 Roy Kwong,2
5131,5131,104312226331404,ESPN RUN,3
5132,5132,204485180176,5th Mobile Public Affairs Detachment,1
5133,5133,231187780287250,Mark Anthony Sammut,2
5134,5134,1397127203928851,Marktcheck,3
5135,5135,1131664343579413,Markus Töns,2
5136,5136,267796029913881,americanas.com,0
5137,5137,257571767728922,Judith Couacaud Graley,2
5138,5138,103736653003550,EMPIRE: Al Jazeera English,3
5139,5139,1461601260747556,Ronaldo Nogueira,2
5140,5140,106315476384549,Police Nationale d'Haiti - PNH,1
5141,5141,1754752091436168,"Rashtriya Madhyamik Shiksha Abhiyan, Government of Uttarakhand",1
5142,5142,122994294471476,Rick Allen,2
5143,5143,441842279267126,NSW SES Namoi Region,1
5144,5144,660889083984696,Iqra Khalid,2
5145,5145,110237302415157,ARTE Séries,3
5146,5146,20931492672,Salomon Freeski,0
5147,5147,1374427989490497,Linus Power,2
5148,5148,142178602466114,Kem Sokha,2
5149,5149,191335504231236,Ministério do Turismo,1
5150,5150,500021820022582,[N.A!] Nature Addicts,0
5151,5151,191488900873031,Ford Nederland,0
5152,5152,1593556060879691,Entourage,3
5153,5153,123595881003855,Dare Iced Coffee ®,0
5154,5154,1695371534089040,Belaventura,3
5155,5155,239513849576273,Pat Kelly,2
5156,5156,29313088338,This Hour Has 22 Minutes,3
5157,5157,128633783860051,Becel,0
5158,5158,790612974320472,Harry Kopietz,2
5159,5159,191020577600655,Kinder Bueno,0
5160,5160,223889900986170,SpringHill Suites by Marriott,0
5161,5161,225860324113247,Banco de Bogotá,0
5162,5162,1497820200450912,"Ministry of Electronics & Information Technology, Government of India",1
5163,5163,108859269200737,Milka,0
5164,5164,294056490711908,Festina,0
5165,5165,648091445246821,BOOM,3
5166,5166,236932036508520,NOAA Ship Oscar Dyson,1
5167,5167,1010781152295785,אנחנו במפה,3
5168,5168,135473939823466,IE Singapore (International Enterprise Singapore),1
5169,5169,361146504088039,Ricola,0
5170,5170,440383059409773,Cheetos Colombia,0
5171,5171,125917337566062,504th Military Intelligence Brigade,1
5172,5172,206588216425327,Kantor Staf Presiden Republik Indonesia,1
5173,5173,288245271247729,Showroomprive,0
5174,5174,276150612409204,Embassy of Canada to Czech Republic,1
5175,5175,246657485519734,Zwift,0
5176,5176,285124624989053,U.S. EPA Mid-Atlantic Region,1
5177,5177,943265262353279,Game Shakers,3
5178,5178,1728674760702848,Mireille Jean,2
5179,5179,1540355675995010,Mark Gepp MP,2
5180,5180,140588550635,STC الاتصالات السعودية,0
5181,5181,192164497603460,زین بە کوردی Zain ba Kurdî‎,0
5182,5182,165429483473388,Dos Pinos,0
5183,5183,164132806977095,US National Weather Service Chicago Illinois,1
5184,5184,382458668465036,Amazon.fr,0
5185,5185,118470325189518,Encantadia,3
5186,5186,643092949056401,Cherif,3
5187,5187,185396678179730,Canada’s International Development – Global Affairs Canada,1
5188,5188,1574929139448723,Julio Guzmán,2
5189,5189,543974398966676,Tic Tac,0
5190,5190,167358239995050,Graphic India,0
5191,5191,492813570751384,Journées Québec,1
5192,5192,528197134007197,"Ministry of Petroleum and Natural Gas, Government of India",1
5193,5193,385687598152606,Gap,0
5194,5194,212617745415071,ABB,0
5195,5195,719643928050604,Amir Lando,2
5196,5196,237292960686,蕭美琴,2
5197,5197,1572469733079983,Héctor Canales,2
5198,5198,208421665712,TMZ,3
5199,5199,58128939954,INFINITI,0
5200,5200,395196160883635,WILDER,3
5201,5201,240386456505,Westminster Kennel Club Dog Show,3
5202,5202,118496614890426,Die Wollnys - Eine schrecklich große Familie,3
5203,5203,143578635713467,U.S. Coast Guard San Diego,1
5204,5204,140700096019389,Luis Fernando Salazar Fernández,2
5205,5205,91831876545,myphotobook,0
5206,5206,175651149274955,Rodrigo Rollemberg,2
5207,5207,140766493640,Gendarmerie royale du Canada,1
5208,5208,406824526101449,Roberta Metsola,2
5209,5209,15662922700,The Closer,3
5210,5210,475812712430544,GeberitPro,0
5211,5211,296096437124051,American Express,0
5212,5212,39637302228,U.S. Environmental Protection Agency,1
5213,5213,853785441352661,André Abdon,2
5214,5214,232213853506041,Rovio,0
5215,5215,194170320600024,"Ministerie van Volksgezondheid, Welzijn en Sport",1
5216,5216,165308850191324,Wildboyz,3
5217,5217,178424298879966,Tietjen und Bommes,3
5218,5218,802527186498725,Ambasada României la Dakar,1
5219,5219,152857838107621,삼성카드(Samsungcard),0
5220,5220,143288769068006,Dell EMC Deutschland,0
5221,5221,6266829799,Sherrod Brown,2
5222,5222,270514026658792,"Uttarakhand Jal Sansthan, Government of Uttarakhand",1
5223,5223,233221876759529,Quaker Oats UK,0
5224,5224,114790301907953,Jarosław Gowin,2
5225,5225,140522416126966,Defensie Ondersteuningscommando,1
5226,5226,420268501449719,"Ministry of Textiles, Government of India",1
5227,5227,404767669542740,Ana Amélia Lemos,2
5228,5228,174669949315709,U.S. Embassy India,1
5229,5229,30375689218,The Rhode Show,3
5230,5230,33575580843,Microsoft Research,0
5231,5231,280996218747910,Tim Richardson,2
5232,5232,133659413462025,"Australia’s Outback, Northern Territory",0
5233,5233,802874853112843,Philippe Loiseau,2
5234,5234,180422608663725,ITV Channel TV,3
5235,5235,346186225761296,Erica Stanford,2
5236,5236,600590880095254,Women in Canada,1
5237,5237,325495831575,Nick Champion MP,2
5238,5238,190170414332957,Erste Bank Hungary,0
5239,5239,20121992225,Skins,3
5240,5240,198947036937253,Daktari,3
5241,5241,122393807842447,U.S. Embassy Rangoon,1
5242,5242,187255258102830,Commissariato di PS Online - Italia,1
5243,5243,113143203693,Bank Zachodni WBK,0
5244,5244,112274702154806,Victory Motorcycles,0
5245,5245,483770125073467,Ian Murray for Edinburgh South,2
5246,5246,162052167253053,Braxton Family Values,3
5247,5247,278692762247008,U.S. Coast Guard Station Fort Myers Beach,1
5248,5248,201396759903299,Melissa Lee MP,2
5249,5249,149652825193541,Carlos Canturosas,2
5250,5250,142516435762246,Andrew Wilkie - Independent for Denison,2
5251,5251,178800278846535,Airtel Madagascar,0
5252,5252,855693907868744,Préfet de la Dordogne,1
5253,5253,121735177911369,Martin Börschel,2
5254,5254,110733245515,Pop-Tarts,0
5255,5255,189878514367566,משרד המדע והטכנולוגיה,1
5256,5256,56275975247,Sozar Subari,2
5257,5257,271499979603031,Sarah Philipp,2
5258,5258,110374839008344,Comuna 3 de Buenos Aires,1
5259,5259,173173466217561,"City of Hollywood, Florida Government",1
5260,5260,195417793838172,AppsFlyer,0
5261,5261,1233865043295326,Embajada  Argentina en Turquía,1
5262,5262,1613024588938341,Gran Hermano US,3
5263,5263,584134445055078,Yahleel Abdala,2
5264,5264,313262565375079,Ballando con le stelle,3
5265,5265,541745125866603,Angkor Sentinel,1
5266,5266,383773181665128,Lenovo Colombia,0
5267,5267,297220886969461,Festina,0
5268,5268,215993668418678,Suomen suurlähetystö Peking - Embassy of Finland in Beijing,1
5269,5269,110805387796,AFN Guantanamo Bay,1
5270,5270,570859976277114,Real Sports with Bryant Gumbel,3
5271,5271,141040782621821,Danse avec les stars,3
5272,5272,423077744491646,Ambassade de France au Venezuela,1
5273,5273,162092537232514,Shimano-MTB,0
5274,5274,308353252483,Kristi Noem,2
5275,5275,437383679655044,"Office of Enterprise Technology Services, State of Hawaii",1
5276,5276,111609015534527,José Rosas Aispuro Torres,2
5277,5277,177219275668614,Ambasciata di Germania Roma,1
5278,5278,127209782409,Telmo Correia,2
5279,5279,1388789034755817,Gefragt - Gejagt,3
5280,5280,109901865696401,Okefenokee National Wildlife Refuge,1
5281,5281,125880524094610,King Soopers,0
5282,5282,264406842519,AFN Bavaria,1
5283,5283,413680422042779,Ambassade de France au Congo,1
5284,5284,296700407069853,Hanzala Malik- Politician,2
5285,5285,498854736837791,Australia in Samoa,1
5286,5286,159405140795248,د. حنان الفتلاوي,2
5287,5287,216470535158947,Qali Warma,1
5288,5288,1529111603788969,Ilona Deckwerth,2
5289,5289,930500200381610,Gabriele Hiller-Ohm,2
5290,5290,112032300204,Go'morgen og Go'aften Danmark,3
5291,5291,153952937983152,LATAM Airlines,0
5292,5292,116543802183,Marielle de Sarnez,2
5293,5293,152960371408052,Pony Malta Ecuador,0
5294,5294,154641267899579,Eastern Oklahoma VA Health Care System,1
5295,5295,155888027909308,The Spoils Before Dying,3
5296,5296,255299934633151,ESET,0
5297,5297,128561630493895,National Archives at Kansas City,1
5298,5298,167819093359817,Below Deck,3
5299,5299,688350581177546,Embaixada da Nova Zelândia no Brasil,1
5300,5300,68653550114,Cuines,3
5301,5301,952786218073295,CIB局長室,1
5302,5302,122614660307,FRINGE France,3
5303,5303,796255990463702,洪秀柱,2
5304,5304,117011658390752,Otto Guevara Guth,2
5305,5305,431665770216673,롯데리아 (LOTTERIA),0
5306,5306,131367983562265,"Sioux City, Iowa Government",1
5307,5307,56632622313,U.S. Mission Vienna,1
5308,5308,150412465290475,Kamila Gasiuk-Pihowicz,2
5309,5309,136963703061740,דואר ישראל | Israel Post,0
5310,5310,288934247939310,Jordi Sebastià,2
5311,5311,56936578287,River Monsters,3
5312,5312,486290621414640,Australian Department of Health,1
5313,5313,386001744772337,Michal Biran | מיכל בירן,2
5314,5314,1509535792643315,Edgar Melhem Salinas,2
5315,5315,372199549517048,Le Globe Trotteur,0
5316,5316,208430739176697,Embassy of the Netherlands in Slovakia,1
5317,5317,1486627808230653,The Last Man on Earth,3
5318,5318,142792472411390,USAID/Liberia,1
5319,5319,202693196528895,Kinder Bueno,0
5320,5320,1506831506202496,ShopBack,0
5321,5321,374124920066,Volkswagen Karriere,0
5322,5322,313558735338761,Doutor Rosinha,2
5323,5323,1077045142306060,Grzegorz Schetyna,2
5324,5324,196695290428685,Kosovo Force - KFOR,1
5325,5325,199245073431825,US National Weather Service Albuquerque New Mexico,1
5326,5326,1000293466651925,מירב בן ארי - Merav Ben Ari,2
5327,5327,248196602038831,Pedro Vilela,2
5328,5328,185934471445788,胡志偉 Wu Chi Wai,2
5329,5329,173762595970949,Kunnskapsdepartementet (Norge),1
5330,5330,890123591049094,Si Se Puede,3
5331,5331,252137878142246,Rosinha da Adefal,2
5332,5332,388650307829032,Rachel Reeves,2
5333,5333,62418009389,Chewie the Chewitsaurus,0
5334,5334,1465032230386990,L'Oréal Talent,0
5335,5335,226037064088879,Maggie Barry MP,2
5336,5336,164599583685938,Tripwell,0
5337,5337,115646465129780,Lucha Libre Triple A,0
5338,5338,860937350692150,Ambasada României în Finlanda / Romanian Suurlähetystö Suomessa,1
5339,5339,138282352917817,Presidencia de la República del Paraguay,1
5340,5340,169001166454074,Departamento Administrativo Nacional de Estadística DANE,1
5341,5341,120624774790466,Amanda Solloway,2
5342,5342,105303856266572,NESCAFÉ Dolce Gusto Argentina,0
5343,5343,284679094877518,Agronet - MADR,1
5344,5344,1374269026155855,Julián Álvarez,2
5345,5345,114134965304656,U.S. Embassy Kuwait,1
5346,5346,718671334882641,UploadVR,0
5347,5347,1145118288919890,Katrin Staffler,2
5348,5348,161956420533588,"State Department- Bureau of Arms Control, Verification and Compliance",1
5349,5349,12216188250,Absa,0
5350,5350,145165568851292,Rafizi Ramli,2
5351,5351,11393187165,Shaun the Sheep,3
5352,5352,142356331870,Village of Hoffman Estates Government,1
5353,5353,21392801120,Mitt Romney,2
5354,5354,149210335803,U.S. Embassy Qatar,1
5355,5355,868088733252964,Findus Italia,0
5356,5356,394508164021609,Peter Russo - Labor for Toohey,2
5357,5357,201631653778,Pastelería El Globo,0
5358,5358,170611996376433,WDR Lokalzeit Bergisches Land,3
5359,5359,122033624530293,Kalenji Running,0
5360,5360,132141523484024,Miroslav Kalousek,2
5361,5361,1433456993647993,Every Kid in a Park,1
5362,5362,158805081468,Digicel,0
5363,5363,350646961651071,Konsulat Generalny Niemiec we Wrocławiu,1
5364,5364,103688073067904,Kopenhagen,0
5365,5365,386543868198274,Club de Cuervos,3
5366,5366,130472220310920,66 Minutes,3
5367,5367,319240161607053,내 친구의 집은 어디인가,3
5368,5368,160728504024462,Jefferson Parish Sheriff's Office,1
5369,5369,123900591027437,Ellen Trane Nørby,2
5370,5370,531744750189968,"India in Lao PDR (Embassy of India, Vientiane)",1
5371,5371,102265469877649,The Voice - Norges beste stemme,3
5372,5372,212309758786963,NYS Film,1
5373,5373,212015172173206,U.S. Army Office of Small Business Programs,1
5374,5374,1704295283122073,Coca-Cola FEMSA Brasil,0
5375,5375,268504409849240,Guy Code,3
5376,5376,776031149178265,Hauke Hilz,2
5377,5377,123608251805,Marcus Weinberg,2
5378,5378,103397276401054,Catelli,0
5379,5379,151372664878320,U.S. Mission to the OSCE,1
5380,5380,167550426627491,Nutella,0
5381,5381,207586226027943,Pinkberry Middle East,0
5382,5382,138427049524649,EPA Safer Choice,1
5383,5383,1500333460241837,Estonian Embassy in Vilnius,1
5384,5384,1413170245615024,Younger,3
5385,5385,118856931491249,Trident,0
5386,5386,1402901329982707,Eric Massin,2
5387,5387,644888808972190,Peace Corps Macedonia,1
5388,5388,122974491131318,NSW SES Clarence Nambucca Region,1
5389,5389,230907040316856,Comic Book Men,3
5390,5390,309962672389562,AmeriCorps,1
5391,5391,601731366534592,Artur Bisneto,2
5392,5392,100742656638401,DU HARD OU DU COCHON,3
5393,5393,274848805895621,Keskkonnaministeerium,1
5394,5394,141864529247686,DAS! im NDR Fernsehen,3
5395,5395,73566404041,NH Chronicle,3
5396,5396,134278719946186,Bayer,0
5397,5397,156052847738320,Spectrum Business,0
5398,5398,519024461482574,NASA History,1
5399,5399,169787163229656,VINCI Construction France,0
5400,5400,67622813148,Pulte Homes,0
5401,5401,593164850773470,JustFab,0
5402,5402,1456389704662495,James Maloney,2
5403,5403,146321062051296,100th Missile Defense Brigade,1
5404,5404,328966680624614,Ulla Sandbæk,2
5405,5405,174451932610023,Club Med,0
5406,5406,522798601092584,Sean Saves the World,3
5407,5407,182792818408938,CMT Crossroads,3
5408,5408,108268569247213,Ekin Deligöz,2
5409,5409,1699286923654397,John Evans for Iowa,2
5410,5410,130405304915,Starburst,0
5411,5411,142015675842040,Citi Careers,0
5412,5412,139360946175485,Pensión 65,1
5413,5413,185965511458310,ESET,0
5414,5414,137061946310152,VisitSweden,0
5415,5415,144908235521547,Day Off,3
5416,5416,1391121734481154,David Mackintosh,2
5417,5417,301618746637840,Bitel,0
5418,5418,1594425284181521,FEUD: Bette and Joan,3
5419,5419,152727621416195,EngageSciences,0
5420,5420,132128000130581,L'OCCITANE en Provence,0
5421,5421,569171623099926,Der Bachelor,3
5422,5422,119872241175,Yoplait,0
5423,5423,10549476897,BLUE TOMATO,0
5424,5424,231988623523365,The North Face,0
5425,5425,122770477891114,Chris Said,2
5426,5426,47373762091,Josef Pühringer,2
5427,5427,167156993310252,"Indonesian Embassy - Washington, DC",1
5428,5428,170630366314029,Screen Australia,1
5429,5429,1567786246815282,Brad Cromes,2
5430,5430,131694680334259,Sorin Moldovan,2
5431,5431,676737129004596,Embassy of the Netherlands in the Dominican Republic and Haiti,1
5432,5432,313989217852,U.S. Army Center of Military History,1
5433,5433,700783826711818,Mississippi Army National Guard Recruiting & Retention Battalion,1
5434,5434,1377544669183562,Pat Deering,2
5435,5435,111595725536843,Activia,0
5436,5436,20487968781,Jo Swinson,2
5437,5437,201224253226575,City of Boroondara,1
5438,5438,556025644465744,SHARK Energy,0
5439,5439,93711056469,Kai Gehring,2
5440,5440,589347414425174,Міністерство освіти і науки України,1
5441,5441,266384826777178,Go'kväll,3
5442,5442,198503963508317,Komisi Yudisial RI,1
5443,5443,610960288923231,European Union Kosovo,1
5444,5444,294291737296480,Austin Petersen,2
5445,5445,129720580440732,Andaz,0
5446,5446,386634201382499,Marco Enriquez-Ominami,2
5447,5447,327848574074469,Bim,0
5448,5448,889307941125736,Hillary Clinton,2
5449,5449,107465155952235,Matilde Vicenzi,0
5450,5450,165436931696,"Crazyhorse Troop, 1st Squadron, 3d Cavalry Regiment",1
5451,5451,204902959720,USAJOBS,1
5452,5452,137522658932,Kimberly-Clark Global Careers,0
5453,5453,144153092308598,Lance Snacks,0
5454,5454,191839574244984,Mahindra Chile,0
5455,5455,396626607095420,Magda Mofatto,2
5456,5456,112559295446656,Northern Territory - Australia's Outback,0
5457,5457,1494318817479275,Soko Stuttgart,3
5458,5458,381950967432,Defense Logistics Agency (DLA),1
5459,5459,179037702276338,Abby's Studio Rescue,3
5460,5460,173912362663564,I vote NZ,1
5461,5461,203308083134096,NSW SES Narrabri Unit,1
5462,5462,131544523554450,Jaguar,0
5463,5463,340093714072,CBS Evening News with Jeff Glor,3
5464,5464,113305808723908,Israel in the Philippines,1
5465,5465,118302258183835,Port of Portland,1
5466,5466,1596314440646303,Fernando Reina Iglesias,2
5467,5467,171145959587489,McDonald's,0
5468,5468,164062240456361,Svatopluk Němeček,2
5469,5469,348738721824427,NOAA National Centers for Environmental Information - Climate,1
5470,5470,100680586968749,Filomena Tassi,2
5471,5471,197876463713968,Giorgi Margvelashvili,2
5472,5472,712350838832818,Dr. Thawarchand Gehlot,2
5473,5473,127827007323828,Matt Jeneroux,2
5474,5474,465668450238134,"India at UNESCO (Permanent Delegation of India to UNESCO, Paris)",1
5475,5475,189504774422199,João Arruda - Deputado Federal,2
5476,5476,555019111251643,Centro de Promoción del Consulado Argentino en Miami,1
5477,5477,1394323554123454,Lisa Neville MP,2
5478,5478,457624287622433,US National Weather Service Albuquerque Center Weather Service Unit,1
5479,5479,656300844400331,"Dr. Ute Eiling-Hütig, MdL",2
5480,5480,158693867212,Iñigo Urkullu,2
5481,5481,171631669624527,Bayer Jovens,0
5482,5482,38669663952,Nina Grewal,2
5483,5483,102604983123665,Kelsey Nixon,3
5484,5484,121315061350098,Suomen pysyvä edustusto YK:ssa / Permanent Mission of Finland to the UN,1
5485,5485,901327179955923,איילת נחמיאס ורבין - Ayelet Nahmias Verbin,2
5486,5486,72805269206,Rainforest Cafe,0
5487,5487,169229066452695,"Royal Warrior Battalion, Army ROTC",1
5488,5488,141472172555994,Sole Martinez,2
5489,5489,1440221842967162,Siân Gwenllian AC/AM,2
5490,5490,111916564193,Sears Canada,0
5491,5491,208748882509544,flydubai,0
5492,5492,449589455074599,Lenovo Ecuador,0
5493,5493,1538250906418926,Los Gipsy Kings,3
5494,5494,405241262873140,MTN Bénin,0
5495,5495,286668535080,The NOAA Hurricane Hunters,1
5496,5496,127027683999474,Ministère des Armées,1
5497,5497,125437630824587,Yes Hotels,0
5498,5498,1445462329016059,Adam Laxalt,2
5499,5499,101560237820,Wonderful Pistachios,0
5500,5500,124599484158,Digicel,0
5501,5501,10400775935,Earl Dreeshen,2
5502,5502,470005849734912,Korean Air,0
5503,5503,676649559015171,Christoph Strässer,2
5504,5504,179475262226184,Peter Kyle MP,2
5505,5505,114732861964047,Relações com Investidores                               Itaú Unibanco,0
5506,5506,433233507008273,Hanno Bachmann,2
5507,5507,290513634410258,Visit Holland,0
5508,5508,166134623911702,NYPD 67th Precinct,1
5509,5509,741275155906327,Mary Ann Lisanti,2
5510,5510,110425642319640,U.S. Embassy in Hanoi,1
5511,5511,302664296513305,"Chief Electoral Officer, Nagaland",1
5512,5512,438671439642394,Shadowhunters,3
5513,5513,288818151198,Joint Base Lewis-McChord,1
5514,5514,151240148401954,County of San Luis Obispo Government,1
5515,5515,596946040405796,Bart Somers,2
5516,5516,846602528702246,Australian Embassy in Portugal,1
5517,5517,1660905180833979,Parliament of Victoria,1
5518,5518,207213322649399,US National Weather Service Elko NV,1
5519,5519,441985845837624,Empleo y Competitividad,1
5520,5520,1448677022018030,City of Fairbanks Fire Department,1
5521,5521,379833415384891,NESTEA,0
5522,5522,193209204031292,Jack Links NZ,0
5523,5523,131664630202173,Microsoft,0
5524,5524,116135965179713,林智堅,2
5525,5525,1859450307624772,Showtime At The Apollo,3
5526,5526,92090744645,Bob l'éponge,3
5527,5527,567712886701894,Lincoln Chafee,2
5528,5528,832628066762567,Celebrity Name Game,3
5529,5529,215523818618697,EXTANT,3
5530,5530,150317968342861,RPA,3
5531,5531,269826409709392,Up on MSNBC,3
5532,5532,278585725501267,Ron Sandack,2
